Region/Country/Area,,Year,Series,Value,Footnotes,Source
8,Albania,2006,Health personnel: Dentists (number),"1,035",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2006,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2010,Health personnel: Physicians (number),"3,640",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2010,Health personnel: Physicians (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2010,Health personnel: Pharmacists (number),"1,324",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2010,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2013,Health personnel: Physicians (number),"3,709",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2013,Health personnel: Physicians (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2013,Health personnel: Pharmacists (number),"2,441",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
8,Albania,2013,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Physicians (number),"35,368",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Physicians (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Dentists (number),"9,553",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Pharmacists (number),"6,333",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Nurses and midwives (number),"69,749",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2002,Health personnel: Nurses and midwives personnel (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2005,Health personnel: Physicians (number),"33,952",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2005,Health personnel: Physicians (per 1000 population),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2005,Health personnel: Dentists (number),"9,022",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2005,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2005,Health personnel: Pharmacists (number),"6,104",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2005,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Physicians (number),"40,857",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Dentists (number),"11,010",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Pharmacists (number),"8,232",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Nurses and midwives (number),"65,919",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
12,Algeria,2007,Health personnel: Nurses and midwives personnel (per 1000 population),1.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2003,Health personnel: Physicians (number),244,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2003,Health personnel: Physicians (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2003,Health personnel: Dentists (number),44,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2003,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2003,Health personnel: Pharmacists (number),68,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2003,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Physicians (number),260,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Physicians (per 1000 population),3.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Dentists (number),64,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Dentists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Pharmacists (number),82,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Pharmacists (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Nurses and midwives (number),313,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
20,Andorra,2015,Health personnel: Nurses and midwives personnel (per 1000 population),4.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Physicians (number),"1,165",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Physicians (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Dentists (number),222,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Dentists (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Pharmacists (number),919,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Nurses and midwives (number),"18,485",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2004,Health personnel: Nurses and midwives personnel (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2009,Health personnel: Physicians (number),"2,956",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2009,Health personnel: Physicians (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2009,Health personnel: Nurses and midwives (number),"29,592",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
24,Angola,2009,Health personnel: Nurses and midwives personnel (per 1000 population),1.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Physicians (number),"122,623",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Physicians (per 1000 population),3.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Dentists (number),"35,592",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Dentists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Pharmacists (number),"19,510",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Nurses and midwives (number),"18,685",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2004,Health personnel: Nurses and midwives personnel (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2013,Health personnel: Physicians (number),"166,187",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2013,Health personnel: Physicians (per 1000 population),3.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2013,Health personnel: Nurses and midwives (number),"179,175",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
32,Argentina,2013,Health personnel: Nurses and midwives personnel (per 1000 population),4.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Physicians (number),"8,177",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Physicians (per 1000 population),2.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Dentists (number),"1,257",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Pharmacists (number),123,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Pharmacists (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Nurses and midwives (number),"16,386",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),5.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Physicians (number),"8,425",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Physicians (per 1000 population),2.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Dentists (number),"1,138",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Pharmacists (number),150,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Nurses and midwives (number),"16,302",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
51,Armenia,2014,Health personnel: Nurses and midwives personnel (per 1000 population),5.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Physicians (number),"47,875",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Physicians (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Dentists (number),"21,296",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Dentists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Pharmacists (number),"13,956",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Nurses and midwives (number),"187,837",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2001,Health personnel: Nurses and midwives personnel (per 1000 population),9.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Physicians (number),"62,800",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Physicians (per 1000 population),2.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Dentists (number),"14,500",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Pharmacists (number),"21,800",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Pharmacists (per 1000 population),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Nurses and midwives (number),"201,300",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2009,Health personnel: Nurses and midwives personnel (per 1000 population),9.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2010,Health personnel: Pharmacists (number),"19,237",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2010,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Physicians (number),"83,804",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Physicians (per 1000 population),3.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Dentists (number),"13,849",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Pharmacists (number),"20,297",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Nurses and midwives (number),"296,701",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),12.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2016,Health personnel: Nurses and midwives (number),"305,462",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
36,Australia,2016,Health personnel: Nurses and midwives personnel (per 1000 population),12.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Physicians (number),"40,105",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Physicians (per 1000 population),4.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Dentists (number),"4,685",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Pharmacists (number),"5,579",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Nurses and midwives (number),"65,698",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2010,Health personnel: Nurses and midwives personnel (per 1000 population),7.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Physicians (number),"44,002",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Physicians (per 1000 population),5.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Dentists (number),"4,906",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Pharmacists (number),"6,104",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Nurses and midwives (number),"70,955",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2015,Health personnel: Nurses and midwives personnel (per 1000 population),8.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2016,Health personnel: Physicians (number),"44,816",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2016,Health personnel: Physicians (per 1000 population),5.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2016,Health personnel: Dentists (number),"4,954",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
40,Austria,2016,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
31,Azerbaijan,2010,Health personnel: Physicians (number),"33,085",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
31,Azerbaijan,2010,Health personnel: Physicians (per 1000 population),3.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
31,Azerbaijan,2010,Health personnel: Dentists (number),"2,467",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
31,Azerbaijan,2010,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
31,Azerbaijan,2010,Health personnel: Pharmacists (number),"1,831",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2018."
