Region/Country/Area,,Year,Series,Value,Footnotes,Source
20,Andorra,2008,"Percentage of male and female intentional homicide victims, Male",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2008,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2008,"Assault rate per 100,000 population",122.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2008,"Theft at the national level, rate per 100,000 population","1,141.10",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2008,"Robbery at the national level, rate per 100,000 population",4.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2008,"Total Sexual Violence at the national level, rate per 100,000",17.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2010,"Percentage of male and female intentional homicide victims, Male",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2010,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2010,"Assault rate per 100,000 population",116.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2010,"Theft at the national level, rate per 100,000 population","1,323.20",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2010,"Robbery at the national level, rate per 100,000 population",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2010,"Total Sexual Violence at the national level, rate per 100,000",11.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Percentage of male and female intentional homicide victims, Male",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Assault rate per 100,000 population",174.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Theft at the national level, rate per 100,000 population","1,291.20",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Robbery at the national level, rate per 100,000 population",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2011,"Total Sexual Violence at the national level, rate per 100,000",20.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Percentage of male and female intentional homicide victims, Male",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Assault rate per 100,000 population",169,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Kidnapping at the national level, rate per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Theft at the national level, rate per 100,000 population","1,286.00",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Robbery at the national level, rate per 100,000 population",9.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2014,"Total Sexual Violence at the national level, rate per 100,000",22,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2015,"Percentage of male and female intentional homicide victims, Male",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2015,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2015,"Assault rate per 100,000 population",188.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2015,"Theft at the national level, rate per 100,000 population","1,484.30",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2015,"Robbery at the national level, rate per 100,000 population",11.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
20,Andorra,2015,"Total Sexual Violence at the national level, rate per 100,000",15.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
24,Angola,2012,"Intentional homicide rates per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
24,Angola,2012,"Percentage of male and female intentional homicide victims, Male",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
24,Angola,2012,"Percentage of male and female intentional homicide victims, Female",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
660,Anguilla,2004,"Intentional homicide rates per 100,000",8.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
660,Anguilla,2009,"Intentional homicide rates per 100,000",7.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
660,Anguilla,2014,"Intentional homicide rates per 100,000",27.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2002,"Intentional homicide rates per 100,000",5.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2002,"Percentage of male and female intentional homicide victims, Male",9.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2002,"Percentage of male and female intentional homicide victims, Female",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2005,"Intentional homicide rates per 100,000",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2008,"Intentional homicide rates per 100,000",17.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2008,"Percentage of male and female intentional homicide victims, Male",24.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2008,"Percentage of male and female intentional homicide victims, Female",10.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2010,"Intentional homicide rates per 100,000",6.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
28,Antigua and Barbuda,2012,"Intentional homicide rates per 100,000",10.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2005,"Assault rate per 100,000 population",363,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2005,"Theft at the national level, rate per 100,000 population",775.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2005,"Robbery at the national level, rate per 100,000 population",907.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2008,"Assault rate per 100,000 population",359.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2008,"Theft at the national level, rate per 100,000 population",703.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2008,"Robbery at the national level, rate per 100,000 population",957.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2008,"Total Sexual Violence at the national level, rate per 100,000",26.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Intentional homicide rates per 100,000",6.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Percentage of male and female intentional homicide victims, Male",11.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Percentage of male and female intentional homicide victims, Female",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Assault rate per 100,000 population",417.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Theft at the national level, rate per 100,000 population",626.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Robbery at the national level, rate per 100,000 population","1,020.40",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
32,Argentina,2015,"Total Sexual Violence at the national level, rate per 100,000",37.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Intentional homicide rates per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Percentage of male and female intentional homicide victims, Male",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Assault rate per 100,000 population",6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Kidnapping at the national level, rate per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Theft at the national level, rate per 100,000 population",81.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Robbery at the national level, rate per 100,000 population",8.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2005,"Total Sexual Violence at the national level, rate per 100,000",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Intentional homicide rates per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Percentage of male and female intentional homicide victims, Male",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Assault rate per 100,000 population",5.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Kidnapping at the national level, rate per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Theft at the national level, rate per 100,000 population",123.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Robbery at the national level, rate per 100,000 population",12,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2010,"Total Sexual Violence at the national level, rate per 100,000",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Intentional homicide rates per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Percentage of male and female intentional homicide victims, Male",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Percentage of male and female intentional homicide victims, Female",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Assault rate per 100,000 population",5.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Kidnapping at the national level, rate per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Theft at the national level, rate per 100,000 population",134.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Robbery at the national level, rate per 100,000 population",10.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2012,"Total Sexual Violence at the national level, rate per 100,000",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Percentage of male and female intentional homicide victims, Male",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Assault rate per 100,000 population",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Kidnapping at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Theft at the national level, rate per 100,000 population",177.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
51,Armenia,2015,"Total Sexual Violence at the national level, rate per 100,000",4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2005,"Intentional homicide rates per 100,000",6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2005,"Percentage of male and female intentional homicide victims, Male",10.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2005,"Percentage of male and female intentional homicide victims, Female",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2010,"Intentional homicide rates per 100,000",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2010,"Percentage of male and female intentional homicide victims, Male",8.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2010,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2014,"Intentional homicide rates per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2014,"Percentage of male and female intentional homicide victims, Male",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
533,Aruba,2014,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2005,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2005,"Percentage of male and female intentional homicide victims, Male",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2005,"Percentage of male and female intentional homicide victims, Female",1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2005,"Theft at the national level, rate per 100,000 population","2,556.60",Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Intentional homicide rates per 100,000",1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Percentage of male and female intentional homicide victims, Male",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Assault rate per 100,000 population",309.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Kidnapping at the national level, rate per 100,000",2.8,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Theft at the national level, rate per 100,000 population","2,153.40",Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Robbery at the national level, rate per 100,000 population",66,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
36,Australia,2010,"Total Sexual Violence at the national level, rate per 100,000",85.1,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2018."
