Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2015,Population mid-year estimates for females (millions),"3,658.88",,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
1,"Total, all countries or areas",2015,Sex ratio (males per 100 females),101.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
1,"Total, all countries or areas",2015,Population aged 0 to 14 years old (percentage),26.1,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
1,"Total, all countries or areas",2015,Population aged 60+ years old (percentage),12.3,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
1,"Total, all countries or areas",2015,Population density,56.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
1,"Total, all countries or areas",2015,Surface area (thousand km2),"136,162",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2015"" and the demographic statistics database, last accessed June 2017."
1,"Total, all countries or areas",2018,Population mid-year estimates (millions),"7,632.82",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
1,"Total, all countries or areas",2018,Population mid-year estimates for males (millions),"3,850.72",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
1,"Total, all countries or areas",2018,Population mid-year estimates for females (millions),"3,782.10",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
1,"Total, all countries or areas",2018,Sex ratio (males per 100 females),101.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
1,"Total, all countries or areas",2018,Population aged 0 to 14 years old (percentage),25.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
1,"Total, all countries or areas",2018,Population aged 60+ years old (percentage),13,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
1,"Total, all countries or areas",2018,Population density,58.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2005,Population mid-year estimates (millions),924.76,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2005,Population mid-year estimates for males (millions),460.95,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2005,Population mid-year estimates for females (millions),463.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2005,Sex ratio (males per 100 females),99.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2005,Population aged 0 to 14 years old (percentage),41.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2005,Population aged 60+ years old (percentage),5.2,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2005,Population density,31.2,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2010,Population mid-year estimates (millions),"1,049.45",,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2010,Population mid-year estimates for males (millions),523.31,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2010,Population mid-year estimates for females (millions),526.14,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2010,Sex ratio (males per 100 females),99.5,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2010,Population aged 0 to 14 years old (percentage),41.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2010,Population aged 60+ years old (percentage),5.2,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2010,Population density,35.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2015,Population mid-year estimates (millions),"1,194.37",,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2015,Population mid-year estimates for males (millions),596.26,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2015,Population mid-year estimates for females (millions),598.11,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2015,Sex ratio (males per 100 females),99.7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2015,Population aged 0 to 14 years old (percentage),41,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2015,Population aged 60+ years old (percentage),5.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2015,Population density,40.3,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2015,Surface area (thousand km2),"30,311",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2015"" and the demographic statistics database, last accessed June 2017."
2,Africa,2018,Population mid-year estimates (millions),"1,287.92",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2018,Population mid-year estimates for males (millions),643.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2018,Population mid-year estimates for females (millions),644.62,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
2,Africa,2018,Sex ratio (males per 100 females),99.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2018,Population aged 0 to 14 years old (percentage),40.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2018,Population aged 60+ years old (percentage),5.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
2,Africa,2018,Population density,43.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2005,Population mid-year estimates (millions),187.83,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2005,Population mid-year estimates for males (millions),94.37,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2005,Population mid-year estimates for females (millions),93.47,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2005,Sex ratio (males per 100 females),101,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2005,Population aged 0 to 14 years old (percentage),33.3,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2005,Population aged 60+ years old (percentage),7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2005,Population density,24.2,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2010,Population mid-year estimates (millions),204.31,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2010,Population mid-year estimates for males (millions),102.5,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2010,Population mid-year estimates for females (millions),101.81,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2010,Sex ratio (males per 100 females),100.7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2010,Population aged 0 to 14 years old (percentage),31.9,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2010,Population aged 60+ years old (percentage),7.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2010,Population density,26.3,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2015,Population mid-year estimates (millions),225.14,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2015,Population mid-year estimates for males (millions),113.06,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2015,Population mid-year estimates for females (millions),112.07,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2015,Sex ratio (males per 100 females),100.9,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2015,Population aged 0 to 14 years old (percentage),32.3,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2015,Population aged 60+ years old (percentage),8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2015,Population density,29,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2015,Surface area (thousand km2),"7,880",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2015"" and the demographic statistics database, last accessed June 2017."
15,Northern Africa,2018,Population mid-year estimates (millions),237.78,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2018,Population mid-year estimates for males (millions),119.46,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2018,Population mid-year estimates for females (millions),118.32,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
15,Northern Africa,2018,Sex ratio (males per 100 females),101,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2018,Population aged 0 to 14 years old (percentage),32.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2018,Population aged 60+ years old (percentage),8.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
15,Northern Africa,2018,Population density,30.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2005,Population mid-year estimates (millions),736.93,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2005,Population mid-year estimates for males (millions),366.59,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2005,Population mid-year estimates for females (millions),370.34,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2005,Sex ratio (males per 100 females),99,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2005,Population aged 0 to 14 years old (percentage),44,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2005,Population aged 60+ years old (percentage),4.7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2005,Population density,33.7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2010,Population mid-year estimates (millions),845.14,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2010,Population mid-year estimates for males (millions),420.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2010,Population mid-year estimates for females (millions),424.33,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2010,Sex ratio (males per 100 females),99.2,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2010,Population aged 0 to 14 years old (percentage),43.7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2010,Population aged 60+ years old (percentage),4.7,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2010,Population density,38.6,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2015,Population mid-year estimates (millions),969.23,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2015,Population mid-year estimates for males (millions),483.19,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2015,Population mid-year estimates for females (millions),486.04,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2015,Sex ratio (males per 100 females),99.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2015,Population aged 0 to 14 years old (percentage),43.1,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2015,Population aged 60+ years old (percentage),4.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2015,Population density,44.3,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2015,Surface area (thousand km2),"22,431",Calculated by the UN Statistics Division.,"United Nations Statistics Division, New York, ""Demographic Yearbook 2015"" and the demographic statistics database, last accessed June 2017."
202,Sub-Saharan Africa,2018,Population mid-year estimates (millions),"1,050.14",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2018,Population mid-year estimates for males (millions),523.84,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2018,Population mid-year estimates for females (millions),526.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
202,Sub-Saharan Africa,2018,Sex ratio (males per 100 females),99.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2018,Population aged 0 to 14 years old (percentage),42.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2018,Population aged 60+ years old (percentage),4.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
202,Sub-Saharan Africa,2018,Population density,48,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2005,Population mid-year estimates (millions),300.6,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2005,Population mid-year estimates for males (millions),148.83,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2005,Population mid-year estimates for females (millions),151.77,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2005,Sex ratio (males per 100 females),98.1,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2005,Population aged 0 to 14 years old (percentage),45.5,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2005,Population aged 60+ years old (percentage),4.5,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2005,Population density,45.1,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2010,Population mid-year estimates (millions),346.99,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2010,Population mid-year estimates for males (millions),171.95,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2010,Population mid-year estimates for females (millions),175.04,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2010,Sex ratio (males per 100 females),98.2,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2010,Population aged 0 to 14 years old (percentage),44.8,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2010,Population aged 60+ years old (percentage),4.5,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2010,Population density,52,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2015,Population mid-year estimates (millions),399.46,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2015,Population mid-year estimates for males (millions),198.12,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2015,Population mid-year estimates for females (millions),201.33,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
14,Eastern Africa,2015,Sex ratio (males per 100 females),98.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2015,Population aged 0 to 14 years old (percentage),43.4,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2015,Population aged 60+ years old (percentage),4.6,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2015 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed June 2017."
14,Eastern Africa,2015,Population density,59.9,,"United Nations Population Division, New York, World Population Prospects: The 2017 Revision, last accessed June 2017."
